user,session_times
19214,"2022-08-26 02:11:31 (item: 4622)
2022-08-26 02:20:44 (item: 10970)"
19242,"2022-09-10 03:49:15 (item: 3073)
2022-09-10 03:54:45 (item: 156)"
19243,"2022-07-10 06:14:56 (item: 12207)
2022-07-10 06:15:04 (item: 3807)"
19249,"2022-07-03 17:06:33 (item: 19057)
2022-07-03 17:09:39 (item: 5937)"
19254,"2022-07-05 01:51:51 (item: 2888)
2022-07-05 01:52:09 (item: 12408)"
19256,"2022-07-26 14:40:43 (item: 19731)
2022-07-26 14:47:10 (item: 18910)"
19261,"2022-09-08 09:18:18 (item: 15464)
2022-09-08 09:26:51 (item: 15673)"
19269,"2022-07-18 08:27:50 (item: 14562)
2022-07-18 08:29:52 (item: 14441)"
19289,"2022-04-04 11:12:29 (item: 16510)
2022-04-04 11:13:28 (item: 13243)"
19294,"2022-08-20 03:12:19 (item: 10025)
2022-08-20 03:21:44 (item: 3601)"
19324,"2022-07-04 14:29:21 (item: 19557)
2022-07-04 14:32:28 (item: 8388)"
19341,"2022-08-21 23:45:26 (item: 12254)
2022-08-21 23:45:41 (item: 14179)"
19366,"2022-09-03 13:06:41 (item: 15391)
2022-09-03 13:12:02 (item: 8527)"
19391,"2022-06-24 22:23:01 (item: 14507)
2022-06-24 22:23:24 (item: 5601)"
19394,"2022-09-10 00:53:16 (item: 11321)
2022-09-10 00:54:41 (item: 5176)"
19395,"2022-08-22 17:33:20 (item: 17541)
2022-08-22 17:39:04 (item: 10826)

2022-09-02 14:33:14 (item: 90)
2022-09-02 14:41:34 (item: 4509)"
19396,"2022-07-05 13:32:37 (item: 9656)
2022-07-05 13:37:29 (item: 18099)"
19418,"2022-08-14 09:26:57 (item: 18779)
2022-08-14 09:32:45 (item: 1128)"
19447,"2022-04-16 04:41:37 (item: 17356)
2022-04-16 04:48:11 (item: 5438)
2022-04-16 04:51:33 (item: 2405)"
19454,"2022-09-11 15:15:49 (item: 5462)
2022-09-11 15:17:39 (item: 16534)"
19456,"2022-08-01 05:07:31 (item: 5205)
2022-08-01 05:09:13 (item: 8682)"
19459,"2022-08-13 12:37:31 (item: 10606)
2022-08-13 12:37:47 (item: 11018)"
19463,"2022-08-13 16:26:48 (item: 716)
2022-08-13 16:27:11 (item: 14884)"
19464,"2022-07-06 08:46:37 (item: 8765)
2022-07-06 08:52:00 (item: 13079)"
19470,"2022-08-23 13:56:12 (item: 17997)
2022-08-23 14:04:17 (item: 8399)"
19480,"2022-08-03 03:04:13 (item: 9694)
2022-08-03 03:04:38 (item: 508)"
19485,"2022-07-31 13:59:51 (item: 4515)
2022-07-31 14:06:12 (item: 16811)"
19496,"2022-07-22 00:54:11 (item: 15964)
2022-07-22 01:02:41 (item: 3269)"
19502,"2022-08-21 07:55:37 (item: 2029)
2022-08-21 07:59:31 (item: 15846)"
19528,"2022-07-31 11:56:28 (item: 14304)
2022-07-31 12:02:49 (item: 6395)

2022-08-03 10:36:53 (item: 8321)
2022-08-03 10:38:40 (item: 17230)

2022-08-20 12:41:44 (item: 18207)
2022-08-20 12:47:04 (item: 8026)"
19550,"2022-09-08 01:22:26 (item: 10112)
2022-09-08 01:23:09 (item: 8447)"
19551,"2022-09-03 11:26:49 (item: 8046)
2022-09-03 11:36:14 (item: 11385)"
19560,"2022-07-03 12:45:34 (item: 16673)
2022-07-03 12:47:43 (item: 11374)"
19564,"2022-07-27 21:04:05 (item: 2298)
2022-07-27 21:06:17 (item: 1523)"
19569,"2022-09-09 12:54:51 (item: 4921)
2022-09-09 12:59:57 (item: 16424)"
19571,"2022-08-16 04:22:06 (item: 8452)
2022-08-16 04:23:48 (item: 7342)"
19577,"2022-08-27 06:12:13 (item: 14257)
2022-08-27 06:21:14 (item: 11534)"
19592,"2022-09-02 05:38:31 (item: 18503)
2022-09-02 05:48:25 (item: 10508)"
19606,"2022-09-05 08:46:02 (item: 4991)
2022-09-05 08:50:46 (item: 5739)"
19608,"2022-08-23 01:52:17 (item: 11971)
2022-08-23 01:58:41 (item: 1141)"
19618,"2022-09-04 06:11:34 (item: 9063)
2022-09-04 06:14:08 (item: 18859)"
19625,"2022-09-03 10:15:47 (item: 7648)
2022-09-03 10:19:08 (item: 5407)"
19628,"2022-08-28 09:02:00 (item: 19637)
2022-08-28 09:10:45 (item: 8418)"
19638,"2022-08-08 04:22:48 (item: 14910)
2022-08-08 04:31:51 (item: 19328)"
19654,"2022-07-25 04:46:35 (item: 13480)
2022-07-25 04:52:49 (item: 16624)"
19666,"2022-08-03 10:12:10 (item: 5164)
2022-08-03 10:19:03 (item: 2620)"
19686,"2022-08-06 13:30:32 (item: 19102)
2022-08-06 13:32:07 (item: 17920)"
19695,"2022-08-16 00:07:28 (item: 14377)
2022-08-16 00:10:38 (item: 2761)"
19699,"2022-09-06 00:16:58 (item: 8616)
2022-09-06 00:19:39 (item: 7227)"
19708,"2022-08-14 11:54:31 (item: 7645)
2022-08-14 11:55:10 (item: 3490)"
19723,"2022-08-31 16:01:16 (item: 16116)
2022-08-31 16:05:28 (item: 370)"
19730,"2022-09-02 07:28:22 (item: 16758)
2022-09-02 07:29:12 (item: 1468)
2022-09-02 07:36:05 (item: 3100)
2022-09-02 07:36:53 (item: 217)"
19733,"2022-06-26 15:20:53 (item: 17398)
2022-06-26 15:23:10 (item: 2623)"
19760,"2022-08-18 15:53:24 (item: 10367)
2022-08-18 16:01:33 (item: 16240)"
19761,"2022-07-20 04:27:28 (item: 12037)
2022-07-20 04:33:49 (item: 16989)"
19775,"2022-07-29 11:44:47 (item: 15364)
2022-07-29 11:45:49 (item: 12189)"
19792,"2022-08-19 05:45:23 (item: 6736)
2022-08-19 05:53:11 (item: 7034)"
19806,"2022-07-19 15:58:26 (item: 8446)
2022-07-19 15:58:43 (item: 2111)"
19818,"2022-09-05 07:36:55 (item: 6916)
2022-09-05 07:37:13 (item: 809)"
19837,"2022-08-07 14:21:21 (item: 8785)
2022-08-07 14:24:38 (item: 19608)"
19863,"2022-08-29 06:18:25 (item: 432)
2022-08-29 06:23:52 (item: 9513)"
19867,"2022-08-11 00:06:37 (item: 16128)
2022-08-11 00:09:06 (item: 15165)"
19897,"2022-05-01 02:09:09 (item: 12502)
2022-05-01 02:19:05 (item: 19691)"
19908,"2022-06-17 06:22:34 (item: 12123)
2022-06-17 06:24:08 (item: 7929)"
19919,"2022-08-17 11:38:27 (item: 1738)
2022-08-17 11:42:05 (item: 2780)"
19921,"2022-08-25 10:39:59 (item: 7864)
2022-08-25 10:40:57 (item: 307)"
19926,"2022-08-30 04:59:13 (item: 2575)
2022-08-30 05:03:09 (item: 5093)"
19930,"2022-08-29 12:52:33 (item: 13394)
2022-08-29 13:00:34 (item: 14682)"
19963,"2022-07-01 00:28:06 (item: 10734)
2022-07-01 00:30:45 (item: 2989)"
19971,"2022-08-18 13:26:43 (item: 14809)
2022-08-18 13:27:40 (item: 9936)"
19997,"2022-06-25 08:07:57 (item: 18012)
2022-06-25 08:08:13 (item: 93)"
20002,"2022-08-08 08:03:20 (item: 7500)
2022-08-08 08:07:44 (item: 2798)"
20009,"2022-08-05 00:38:07 (item: 3807)
2022-08-05 00:39:07 (item: 3290)"
20041,"2022-08-15 05:02:11 (item: 6539)
2022-08-15 05:03:03 (item: 3260)"
20045,"2022-08-08 09:19:33 (item: 15416)
2022-08-08 09:22:22 (item: 12330)"
20058,"2022-09-10 07:53:00 (item: 6678)
2022-09-10 07:56:55 (item: 2831)"
20061,"2022-08-17 09:45:07 (item: 9198)
2022-08-17 09:50:34 (item: 3365)"
20081,"2022-08-15 04:16:01 (item: 6539)
2022-08-15 04:16:27 (item: 3260)"
20083,"2022-08-31 05:16:07 (item: 18308)
2022-08-31 05:22:28 (item: 3628)"
20114,"2022-06-16 03:55:25 (item: 17007)
2022-06-16 03:56:52 (item: 17114)

2022-06-27 03:50:08 (item: 11097)
2022-06-27 03:54:41 (item: 8710)

2022-07-05 02:54:31 (item: 11984)
2022-07-05 02:58:41 (item: 13296)

2022-07-06 01:38:33 (item: 16886)
2022-07-06 01:40:32 (item: 9139)

2022-08-10 02:54:32 (item: 13358)
2022-08-10 02:59:11 (item: 6572)

2022-08-16 02:55:21 (item: 16255)
2022-08-16 02:57:05 (item: 3260)

2022-08-28 06:19:19 (item: 1846)
2022-08-28 06:20:45 (item: 15881)

2022-09-09 03:56:18 (item: 11920)
2022-09-09 03:57:32 (item: 3614)"
20125,"2022-09-02 16:25:16 (item: 16894)
2022-09-02 16:25:21 (item: 17605)"
20137,"2022-07-12 07:33:24 (item: 16713)
2022-07-12 07:36:01 (item: 2706)"
20150,"2022-08-18 06:21:41 (item: 11778)
2022-08-18 06:25:34 (item: 8540)"
20173,"2022-08-17 01:59:16 (item: 17122)
2022-08-17 02:01:32 (item: 15816)"
20178,"2022-07-10 00:21:31 (item: 3688)
2022-07-10 00:22:19 (item: 8792)"
20180,"2022-09-02 07:12:56 (item: 10523)
2022-09-02 07:17:03 (item: 15362)"
20190,"2022-04-29 08:34:08 (item: 6045)
2022-04-29 08:41:50 (item: 10145)"
20203,"2022-08-15 00:15:42 (item: 15581)
2022-08-15 00:19:33 (item: 19576)"
20220,"2022-06-15 17:55:35 (item: 6810)
2022-06-15 17:55:56 (item: 3325)

2022-07-07 18:25:11 (item: 17534)
2022-07-07 18:26:08 (item: 1740)

2022-08-15 18:16:59 (item: 16255)
2022-08-15 18:17:22 (item: 6539)

2022-08-21 18:20:47 (item: 17456)
2022-08-21 18:21:07 (item: 14536)

2022-09-09 17:58:37 (item: 3614)
2022-09-09 18:05:33 (item: 11920)"
20224,"2022-09-08 00:21:01 (item: 5885)
2022-09-08 00:23:19 (item: 10374)"
20248,"2022-09-05 12:27:24 (item: 12451)
2022-09-05 12:36:49 (item: 6913)"
20263,"2022-09-04 03:01:13 (item: 13860)
2022-09-04 03:02:25 (item: 14257)"
20278,"2022-08-28 00:46:52 (item: 12685)
2022-08-28 00:49:09 (item: 5880)"
20282,"2022-08-28 00:43:11 (item: 12305)
2022-08-28 00:49:05 (item: 10187)"
20291,"2022-08-31 12:14:52 (item: 717)
2022-08-31 12:16:37 (item: 2072)"
20296,"2022-08-25 02:27:32 (item: 14666)
2022-08-25 02:33:01 (item: 17859)"
20325,"2022-08-14 14:06:27 (item: 1160)
2022-08-14 14:11:54 (item: 19601)"
20336,"2022-04-17 03:25:26 (item: 13553)
2022-04-17 03:35:03 (item: 5445)"
20340,"2022-09-08 10:36:05 (item: 14698)
2022-09-08 10:44:35 (item: 3590)"
20341,"2022-07-16 20:07:45 (item: 8515)
2022-07-16 20:12:11 (item: 9711)"
20355,"2022-08-07 01:48:23 (item: 1701)
2022-08-07 01:49:37 (item: 8962)"
20356,"2022-08-20 08:36:48 (item: 13441)
2022-08-20 08:38:34 (item: 9990)

2022-08-20 09:03:51 (item: 352)
2022-08-20 09:12:48 (item: 15405)
2022-08-20 09:13:09 (item: 17405)

2022-08-21 07:20:37 (item: 7911)
2022-08-21 07:24:35 (item: 9876)

2022-08-21 07:39:54 (item: 3224)
2022-08-21 07:42:59 (item: 13178)

2022-08-23 01:35:07 (item: 14773)
2022-08-23 01:35:56 (item: 15811)"
20363,"2022-09-09 03:37:07 (item: 11175)
2022-09-09 03:45:29 (item: 17366)"
20370,"2022-06-13 04:52:57 (item: 11040)
2022-06-13 04:57:18 (item: 1190)"
20414,"2022-07-31 05:11:02 (item: 10737)
2022-07-31 05:18:46 (item: 12340)"
20420,"2022-08-19 15:45:37 (item: 9078)
2022-08-19 15:55:22 (item: 12985)"
20421,"2022-07-22 12:53:59 (item: 38)
2022-07-22 12:54:44 (item: 3775)

2022-07-30 09:05:36 (item: 15238)
2022-07-30 09:07:37 (item: 3459)"
20423,"2022-08-04 10:06:01 (item: 8262)
2022-08-04 10:07:02 (item: 10559)"
20434,"2022-06-16 14:49:44 (item: 3598)
2022-06-16 14:53:02 (item: 17917)

2022-08-25 07:21:42 (item: 15302)
2022-08-25 07:24:10 (item: 4142)"
20438,"2022-06-25 08:14:30 (item: 12038)
2022-06-25 08:14:53 (item: 10522)"
20498,"2022-06-23 06:32:21 (item: 6898)
2022-06-23 06:41:09 (item: 3838)"
20505,"2022-08-19 05:18:40 (item: 1268)
2022-08-19 05:18:47 (item: 3515)
2022-08-19 05:19:05 (item: 7451)"
20507,"2022-09-01 01:38:55 (item: 9816)
2022-09-01 01:41:22 (item: 4838)"
20512,"2022-08-14 00:22:59 (item: 14885)
2022-08-14 00:23:47 (item: 2493)"
20513,"2022-08-31 01:43:15 (item: 2273)
2022-08-31 01:48:05 (item: 17)"
20515,"2022-06-22 04:26:38 (item: 4278)
2022-06-22 04:33:41 (item: 7904)
2022-06-22 04:37:05 (item: 1086)
2022-06-22 04:38:30 (item: 13010)
2022-06-22 04:38:54 (item: 12264)"
20516,"2022-08-27 10:15:47 (item: 18246)
2022-08-27 10:17:56 (item: 4627)"
20524,"2022-09-11 00:36:19 (item: 13233)
2022-09-11 00:43:18 (item: 13210)
2022-09-11 00:47:08 (item: 10717)"
20532,"2022-04-29 11:49:07 (item: 3297)
2022-04-29 11:50:42 (item: 15033)"
20534,"2022-08-14 04:34:02 (item: 7987)
2022-08-14 04:38:00 (item: 6240)"
20535,"2022-09-02 16:18:04 (item: 5847)
2022-09-02 16:25:32 (item: 14875)"
20574,"2022-04-19 11:06:06 (item: 6540)
2022-04-19 11:09:40 (item: 14876)"
20578,"2022-09-03 01:48:31 (item: 5962)
2022-09-03 01:48:55 (item: 7607)"
20583,"2022-08-20 16:59:47 (item: 3216)
2022-08-20 17:04:15 (item: 12856)"
20584,"2022-08-10 14:07:34 (item: 15736)
2022-08-10 14:07:44 (item: 12282)"
20585,"2022-08-23 04:37:20 (item: 18708)
2022-08-23 04:42:18 (item: 5107)"
20597,"2022-06-15 14:40:56 (item: 10520)
2022-06-15 14:46:50 (item: 11022)"
20600,"2022-04-17 08:19:40 (item: 18810)
2022-04-17 08:22:07 (item: 6063)"
20608,"2022-07-22 01:13:05 (item: 12991)
2022-07-22 01:13:23 (item: 7184)"
20611,"2022-07-28 02:23:22 (item: 12718)
2022-07-28 02:28:22 (item: 3088)"
20613,"2022-07-17 09:51:42 (item: 16305)
2022-07-17 10:01:38 (item: 11917)"
20622,"2022-06-16 05:07:10 (item: 17007)
2022-06-16 05:10:11 (item: 17114)"
20629,"2022-08-08 13:12:23 (item: 1664)
2022-08-08 13:13:18 (item: 17013)"
20640,"2022-07-18 10:22:08 (item: 18953)
2022-07-18 10:31:21 (item: 1854)"
20645,"2022-08-18 02:13:12 (item: 7248)
2022-08-18 02:21:37 (item: 16570)
2022-08-18 02:25:05 (item: 7086)

2022-08-18 03:00:59 (item: 14088)
2022-08-18 03:06:42 (item: 16913)"
20647,"2022-09-05 09:06:35 (item: 11623)
2022-09-05 09:13:28 (item: 8294)"
20651,"2022-08-25 10:12:11 (item: 5678)
2022-08-25 10:15:27 (item: 3327)
2022-08-25 10:25:10 (item: 8541)"
20655,"2022-09-11 05:07:48 (item: 7089)
2022-09-11 05:14:58 (item: 8203)"
20656,"2022-09-05 15:26:12 (item: 10732)
2022-09-05 15:29:42 (item: 14047)"
20680,"2022-07-23 02:38:45 (item: 19648)
2022-07-23 02:41:55 (item: 11125)"
20686,"2022-07-04 02:37:58 (item: 5419)
2022-07-04 02:43:43 (item: 3196)"
20710,"2022-08-22 07:12:17 (item: 8519)
2022-08-22 07:21:46 (item: 15544)

2022-09-10 01:52:32 (item: 5977)
2022-09-10 01:57:38 (item: 17613)"
20711,"2022-06-21 14:06:52 (item: 5313)
2022-06-21 14:13:44 (item: 17005)"
20752,"2022-08-13 14:36:43 (item: 16437)
2022-08-13 14:42:01 (item: 5795)"
20754,"2022-07-31 23:31:48 (item: 10064)
2022-07-31 23:33:04 (item: 12340)"
20773,"2022-08-20 12:39:24 (item: 9512)
2022-08-20 12:40:40 (item: 16077)"
20774,"2022-08-02 12:28:55 (item: 8262)
2022-08-02 12:30:14 (item: 10559)"
20778,"2022-07-17 01:06:20 (item: 1928)
2022-07-17 01:12:40 (item: 8899)"
20781,"2022-08-29 14:43:55 (item: 12685)
2022-08-29 14:52:10 (item: 4951)
2022-08-29 14:52:21 (item: 13348)"
20798,"2022-07-31 07:43:34 (item: 19246)
2022-07-31 07:52:48 (item: 6709)
2022-07-31 07:56:09 (item: 17324)"
20799,"2022-07-21 06:54:19 (item: 7322)
2022-07-21 06:56:32 (item: 14964)"
20803,"2022-08-26 02:05:15 (item: 7629)
2022-08-26 02:06:21 (item: 12457)
2022-08-26 02:09:31 (item: 17875)
2022-08-26 02:13:08 (item: 2025)
2022-08-26 02:13:36 (item: 13492)
2022-08-26 02:18:05 (item: 9830)"
20812,"2022-06-18 14:55:38 (item: 8541)
2022-06-18 14:59:33 (item: 18821)"
20814,"2022-07-07 13:32:59 (item: 5430)
2022-07-07 13:33:14 (item: 11868)
2022-07-07 13:34:14 (item: 13639)
2022-07-07 13:34:19 (item: 3838)"
20815,"2022-08-29 06:09:35 (item: 947)
2022-08-29 06:15:56 (item: 15881)"
20820,"2022-08-03 20:42:58 (item: 14973)
2022-08-03 20:46:51 (item: 5834)
2022-08-03 20:50:41 (item: 12967)"
20839,"2022-04-21 04:36:50 (item: 8859)
2022-04-21 04:36:58 (item: 14236)
2022-04-21 04:38:27 (item: 10944)
2022-04-21 04:38:46 (item: 3987)
2022-04-21 04:39:16 (item: 16803)
2022-04-21 04:39:28 (item: 3463)
2022-04-21 04:41:15 (item: 7285)"
20847,"2022-09-02 08:06:53 (item: 294)
2022-09-02 08:14:23 (item: 14727)
2022-09-02 08:16:24 (item: 6322)"
20849,"2022-08-27 08:39:47 (item: 14079)
2022-08-27 08:41:37 (item: 18335)"
20868,"2022-08-23 09:42:51 (item: 7034)
2022-08-23 09:43:19 (item: 10144)"
20873,"2022-08-06 15:20:40 (item: 19198)
2022-08-06 15:29:39 (item: 12752)"
20877,"2022-06-08 15:07:26 (item: 3067)
2022-06-08 15:15:52 (item: 14109)"
20885,"2022-08-15 13:05:57 (item: 4329)
2022-08-15 13:07:18 (item: 5228)

2022-08-27 08:35:16 (item: 1479)
2022-08-27 08:35:24 (item: 17163)"
20900,"2022-06-13 11:56:07 (item: 7448)
2022-06-13 11:58:57 (item: 3137)
2022-06-13 12:03:33 (item: 13471)"
20914,"2022-04-04 04:50:25 (item: 14993)
2022-04-04 04:52:42 (item: 9642)

2022-05-15 02:03:50 (item: 13632)
2022-05-15 02:04:58 (item: 86)"
20920,"2022-08-09 05:23:53 (item: 4454)
2022-08-09 05:27:26 (item: 3690)"
20922,"2022-06-15 09:46:11 (item: 18821)
2022-06-15 09:49:14 (item: 450)
2022-06-15 09:58:09 (item: 12359)

2022-07-13 12:10:33 (item: 6288)
2022-07-13 12:10:48 (item: 4890)"
20945,"2022-08-22 00:38:27 (item: 6425)
2022-08-22 00:47:57 (item: 18521)"
20953,"2022-08-16 12:44:28 (item: 10388)
2022-08-16 12:44:58 (item: 16417)"
20966,"2022-04-01 11:18:00 (item: 10509)
2022-04-01 11:20:29 (item: 14958)"
21017,"2022-08-31 02:34:58 (item: 12789)
2022-08-31 02:40:16 (item: 13219)"
21021,"2022-08-01 11:37:54 (item: 10126)
2022-08-01 11:43:49 (item: 4575)"
21024,"2022-09-09 23:12:51 (item: 14302)
2022-09-09 23:13:55 (item: 19355)
2022-09-09 23:14:16 (item: 10653)"
21049,"2022-08-20 19:01:37 (item: 17456)
2022-08-20 19:09:47 (item: 10282)"
21057,"2022-07-24 04:27:33 (item: 14854)
2022-07-24 04:29:59 (item: 18195)"
21063,"2022-07-07 03:53:22 (item: 6158)
2022-07-07 03:57:24 (item: 709)"
21064,"2022-08-02 09:35:06 (item: 10714)
2022-08-02 09:38:49 (item: 7288)"
21081,"2022-09-04 20:22:19 (item: 6115)
2022-09-04 20:23:21 (item: 18358)"
21087,"2022-09-02 07:37:03 (item: 18503)
2022-09-02 07:42:10 (item: 2247)"
21090,"2022-08-05 01:07:49 (item: 10237)
2022-08-05 01:11:07 (item: 812)
2022-08-05 01:11:33 (item: 11770)"
21096,"2022-07-13 12:30:43 (item: 13080)
2022-07-13 12:38:15 (item: 1011)"
21105,"2022-08-28 02:49:08 (item: 17338)
2022-08-28 02:50:00 (item: 1846)
2022-08-28 02:51:11 (item: 15881)"
21106,"2022-09-09 16:04:15 (item: 6883)
2022-09-09 16:11:53 (item: 3922)"
21122,"2022-08-19 05:59:11 (item: 12363)
2022-08-19 06:02:13 (item: 18418)"
21123,"2022-09-10 20:52:26 (item: 14433)
2022-09-10 20:52:40 (item: 11889)"
21128,"2022-08-27 16:29:39 (item: 18516)
2022-08-27 16:33:50 (item: 6532)

2022-09-11 08:26:03 (item: 11889)
2022-09-11 08:28:06 (item: 2585)"
21129,"2022-08-08 09:19:18 (item: 8569)
2022-08-08 09:21:40 (item: 15248)"
21136,"2022-07-31 13:44:20 (item: 8186)
2022-07-31 13:53:18 (item: 7267)"
21147,"2022-06-30 01:10:27 (item: 626)
2022-06-30 01:11:12 (item: 18727)"
21149,"2022-08-21 04:56:10 (item: 16077)
2022-08-21 04:59:33 (item: 3260)

2022-09-06 23:04:48 (item: 10167)
2022-09-06 23:06:32 (item: 11437)
2022-09-06 23:07:06 (item: 8638)"
21154,"2022-08-28 04:26:24 (item: 8240)
2022-08-28 04:29:23 (item: 17036)"
21182,"2022-08-27 04:48:23 (item: 241)
2022-08-27 04:52:49 (item: 11568)"
21184,"2022-07-01 15:02:03 (item: 4415)
2022-07-01 15:04:03 (item: 19557)

2022-08-07 02:10:20 (item: 17352)
2022-08-07 02:14:13 (item: 14442)"
21197,"2022-07-04 04:02:01 (item: 5206)
2022-07-04 04:02:57 (item: 15292)"
21200,"2022-08-04 10:56:29 (item: 15104)
2022-08-04 11:00:02 (item: 15022)"
21204,"2022-09-12 08:55:05 (item: 8644)
2022-09-12 09:02:14 (item: 19558)
2022-09-12 09:09:56 (item: 12603)"
21207,"2022-06-16 01:37:29 (item: 6810)
2022-06-16 01:45:32 (item: 3325)

2022-06-27 06:08:26 (item: 11097)
2022-06-27 06:09:08 (item: 8710)

2022-06-29 08:33:08 (item: 12352)
2022-06-29 08:37:45 (item: 15984)

2022-07-14 05:25:32 (item: 11642)
2022-07-14 05:27:55 (item: 15530)"
21247,"2022-07-09 07:47:42 (item: 16191)
2022-07-09 07:55:16 (item: 17545)

2022-08-08 15:07:53 (item: 13210)
2022-08-08 15:17:02 (item: 10717)"
21257,"2022-07-08 06:49:38 (item: 9)
2022-07-08 06:54:16 (item: 16606)"
21270,"2022-06-15 11:27:57 (item: 3325)
2022-06-15 11:29:20 (item: 6810)"
21272,"2022-08-18 14:01:55 (item: 16477)
2022-08-18 14:07:47 (item: 9739)

2022-08-18 14:22:46 (item: 2360)
2022-08-18 14:28:20 (item: 279)"
21286,"2022-06-19 09:12:38 (item: 9670)
2022-06-19 09:15:36 (item: 4901)"
21291,"2022-07-28 13:30:30 (item: 15927)
2022-07-28 13:38:45 (item: 16558)"
21292,"2022-08-06 09:54:33 (item: 15504)
2022-08-06 09:57:25 (item: 2197)"
21316,"2022-08-02 15:54:55 (item: 2398)
2022-08-02 15:56:39 (item: 12015)"
21333,"2022-09-03 15:06:12 (item: 16910)
2022-09-03 15:06:21 (item: 19307)"
21348,"2022-07-03 18:14:30 (item: 11633)
2022-07-03 18:17:03 (item: 8356)"
21363,"2022-09-06 15:52:18 (item: 8382)
2022-09-06 15:54:26 (item: 9464)"
21374,"2022-08-25 06:31:56 (item: 11321)
2022-08-25 06:32:55 (item: 18265)"
21386,"2022-08-13 13:52:40 (item: 18614)
2022-08-13 13:53:50 (item: 5315)"
21387,"2022-06-13 11:36:29 (item: 4798)
2022-06-13 11:43:29 (item: 17981)"
21388,"2022-09-03 15:35:39 (item: 13161)
2022-09-03 15:36:44 (item: 14259)"
21402,"2022-06-24 00:13:08 (item: 3325)
2022-06-24 00:16:43 (item: 17114)

2022-07-06 12:30:40 (item: 8710)
2022-07-06 12:32:33 (item: 10343)"
21407,"2022-08-18 15:28:54 (item: 2241)
2022-08-18 15:33:55 (item: 14489)"
21419,"2022-08-17 09:03:38 (item: 16276)
2022-08-17 09:07:59 (item: 15019)"
21434,"2022-07-08 14:09:32 (item: 16944)
2022-07-08 14:09:57 (item: 15984)

2022-08-14 12:01:26 (item: 57)
2022-08-14 12:03:09 (item: 16255)"
21449,"2022-07-15 03:56:33 (item: 5084)
2022-07-15 04:03:10 (item: 9586)"
21450,"2022-08-18 13:04:15 (item: 14835)
2022-08-18 13:10:44 (item: 9003)"
21463,"2022-07-06 05:38:15 (item: 15914)
2022-07-06 05:39:26 (item: 6077)"
21474,"2022-08-12 11:26:13 (item: 9856)
2022-08-12 11:27:00 (item: 10450)"
21503,"2022-07-20 05:42:56 (item: 7604)
2022-07-20 05:47:35 (item: 15000)"
21517,"2022-07-02 00:58:56 (item: 14774)
2022-07-02 01:05:12 (item: 9928)"
21523,"2022-08-22 09:01:12 (item: 16279)
2022-08-22 09:06:19 (item: 13766)"
21524,"2022-07-07 02:29:43 (item: 12878)
2022-07-07 02:37:01 (item: 14126)"
21539,"2022-08-07 02:28:52 (item: 5750)
2022-08-07 02:29:41 (item: 17538)"
21543,"2022-08-06 16:32:22 (item: 14467)
2022-08-06 16:37:02 (item: 17520)"
21545,"2022-06-28 04:01:15 (item: 2025)
2022-06-28 04:02:31 (item: 13492)"
21553,"2022-07-22 00:35:54 (item: 16261)
2022-07-22 00:38:42 (item: 15868)"
21554,"2022-08-07 10:33:45 (item: 6149)
2022-08-07 10:41:56 (item: 3303)"
21563,"2022-08-19 15:52:27 (item: 19039)
2022-08-19 15:53:25 (item: 6568)"
21568,"2022-06-30 04:23:16 (item: 15472)
2022-06-30 04:28:44 (item: 8830)"
21573,"2022-07-02 10:47:45 (item: 7014)
2022-07-02 10:52:14 (item: 8614)"
21574,"2022-09-01 12:11:03 (item: 15777)
2022-09-01 12:16:48 (item: 13173)"
21580,"2022-09-01 17:48:29 (item: 18173)
2022-09-01 17:54:16 (item: 14351)"
21591,"2022-08-11 01:27:16 (item: 13605)
2022-08-11 01:28:31 (item: 1639)"
21606,"2022-09-09 03:50:11 (item: 3614)
2022-09-09 03:51:29 (item: 11920)"
21611,"2022-08-31 03:30:28 (item: 12789)
2022-08-31 03:32:19 (item: 9589)"
21612,"2022-07-08 05:27:02 (item: 12978)
2022-07-08 05:29:23 (item: 8724)"
21629,"2022-09-11 01:22:50 (item: 6839)
2022-09-11 01:29:06 (item: 15807)"
21630,"2022-07-05 08:47:19 (item: 5349)
2022-07-05 08:47:36 (item: 4415)
2022-07-05 08:48:40 (item: 4296)"
21631,"2022-07-20 02:21:31 (item: 16676)
2022-07-20 02:27:39 (item: 10058)"
21633,"2022-08-15 16:23:12 (item: 6539)
2022-08-15 16:24:02 (item: 16255)"
21638,"2022-08-02 06:33:45 (item: 9806)
2022-08-02 06:36:40 (item: 16970)"
21640,"2022-07-04 02:39:50 (item: 5808)
2022-07-04 02:47:24 (item: 19494)"
21672,"2022-03-20 02:42:04 (item: 9345)
2022-03-20 02:49:36 (item: 17845)"
21703,"2022-07-11 05:40:42 (item: 3484)
2022-07-11 05:45:45 (item: 5656)"
21714,"2022-08-14 13:48:00 (item: 7440)
2022-08-14 13:55:06 (item: 14752)"
21716,"2022-08-20 15:40:04 (item: 11583)
2022-08-20 15:41:09 (item: 19329)"
21730,"2022-09-11 13:52:05 (item: 194)
2022-09-11 13:52:17 (item: 3930)"
21746,"2022-09-10 05:34:15 (item: 10154)
2022-09-10 05:37:26 (item: 3663)"
21752,"2022-08-07 04:32:13 (item: 4990)
2022-08-07 04:32:22 (item: 1422)"
